token,label_1,label_2,labels (1),30 classes,99.93% completed,labels (2),1,0.02% completed,Notes
(,i-document,,,,,,,,
s,i-document,,,,,,,,
),i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
shipper,b-actor,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
order,i-document,,,,,,,,
",",O,,,,,,,,
endorsed,O,,Jon Start Here,,,,,,
in,b-in,,,,,,,,
blank,i-field,,,,,,,,
marked,i-field,,,,,,,,
freight,i-field,,,,,,,,
prepaid,i-field,,,,,,,,
and,O,,,,,,,,
notify,b-actor,,,,,,,,
the,O,,,,,,,,
hongkong,i-field,,,,,,,,
and,b-and,,,,,,,,
shanghai,i-field,,,,,,,,
banking,i-field,,,,,,,,
corporation,i-field,,,,,,,,
limited,i-field,,,,,,,,
",",O,,,,,,,,
gurgaon,i-field,,,,,,,,
and,b-and,,,,,,,,
applicant,i-field,,,,,,,,
with,b-with,,,,,,,,
full,i-field,,,,,,,,
address,i-field,,,,,,,,
.,O,,,,,,,,
2a,b-field,,,,,,,,
.,O,,,,,,,,
b,i-field,,,,,,,,
/,i-document,,,,,,,,
l,i-field,,,,,,,,
to,O,,,,,,,,
evidence,b-action,,,,,,,,
that,O,,,,,,,,
inland,i-field,,,,,,,,
haulage,i-document,,,,,,,,
charges,i-document,,,,,,,,
from,b-after,,,,,,,,
port,b-field,,,,,,,,
of,i-field,,,,,,,,
discharge,i-field,,,,,,,,
to,b-in,,,,,,,,
final,i-field,,,,,,,,
destination,i-field,,,,,,,,
is,O,,,,,,,,
on,O,,,,,,,,
account,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
applicant,i-actor,,,,,,,,
.,O,,,,,,,,
2b,b-field,,,,,,,,
.,O,,,,,,,,
b,i-field,,,,,,,,
/,O,,,,,,,,
l,O,,,,,,,,
to,b-to,,,,,,,,
evidence,i-field,,,,,,,,
21,i-field,,,,,,,,
days,i-field,,,,,,,,
free,b-document,,,,,,,,
detention,i-document,,,,,,,,
period,i-field,,,,,,,,
at,b-at,,,,,,,,
final,i-field,,,,,,,,
destination,i-field,,,,,,,,
or,b-or,,,,,,,,
a,O,,,,,,,,
separate,b-field,,,,,,,,
shipping,i-document,,,,,,,,
company,i-document,,,,,,,,
',O,,,,,,,,
s,O,,,,,,,,
certificate,i-document,,,,,,,,
to,O,,,,,,,,
this,O,,,,,,,,
regard,O,,,,,,,,
is,O,,,,,,,,
also,O,,,,,,,,
acceptable,O,,,,,,,,
.,O,,,,,,,,
2c,b-field,,,,,,,,
.,O,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
to,b-to,,,,,,,,
state,i-actor,,,,,,,,
the,i-field,,,,,,,,
following,i-field,,,,,,,,
:,O,,,,,,,,
a,O,,,,,,,,
.,O,,,,,,,,
iec,b-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
594048923,i-field,,,,,,,,
b,O,,,,,,,,
.,O,,,,,,,,
gst,b-field,,,,,,,,
no,i-field,,,,,,,,
.,O,,,,,,,,
06aaacr0259d1zu,i-field,,,,,,,,
c,i-field,,,,,,,,
.,O,,,,,,,,
email,b-field,,,,,,,,
id,i-field,,,,,,,,
.,O,,,,,,,,
sa,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
,,,,,,,,,
3,O,,,,,,,,
.,O,,,,,,,,
marine,b-document,,,,,,,,
insurance,i-document,,,,,,,,
policy,i-document,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
in,i-document,,,,,,,,
negotiable,i-document,,,,,,,,
form,i-document,,,,,,,,
endorsed,b-actor,,,,,,,,
in,i-field,,,,,,,,
blank,i-field,,,,,,,,
for,i-field,,,,,,,,
full,i-field,,,,,,,,
cif,b-field,,,,,,,,
value,i-field,,,,,,,,
plus,b-action,,,,,,,,
10,i-field,,,,,,,,
percent,i-field,,,,,,,,
covering,b-action,,,,,,,,
institute,i-document,,,,,,,,
cargo,i-document,,,,,,,,
clauses,i-document,,,,,,,,
(,O,,,,,,,,
a,O,,,,,,,,
),i-field,,,,,,,,
institute,b-document,,,,,,,,
war,i-document,,,,,,,,
clauses,i-document,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
and,b-and,,,,,,,,
institute,i-field,,,,,,,,
strikes,i-field,,,,,,,,
",",O,,,,,,,,
riots,i-field,,,,,,,,
and,b-and,,,,,,,,
civil,i-field,,,,,,,,
commotions,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,O,,,,,,,,
cargo,i-field,,,,,,,,
),O,,,,,,,,
from,b-actor,,,,,,,,
beneficiary,i-field,,,,,,,,
',i-field,,,,,,,,
s,i-field,,,,,,,,
warehouse,i-field,,,,,,,,
to,b-to,,,,,,,,
applicant,i-field,,,,,,,,
',i-field,,,,,,,,
s,i-field,,,,,,,,
warehouse,i-field,,,,,,,,
in,b-in,,,,,,,,
the,O,,,,,,,,
interior,i-field,,,,,,,,
of,i-field,,,,,,,,
india,i-field,,,,,,,,
with,b-with,,,,,,,,
all,i-field,,,,,,,,
claims,i-field,,,,,,,,
payable,b-actor,,,,,,,,
in,b-in,,,,,,,,
india,b-field,,,,,,,,
in,b-in,,,,,,,,
the,i-field,,,,,,,,
currency,i-field,,,,,,,,
of,i-field,,,,,,,,
this,i-field,,,,,,,,
credit,i-field,,,,,,,,
.,O,,,,,,,,
additional,b-field,,,,,,,,
risks,i-field,,,,,,,,
:,O,,,,,,,,
theft,i-field,,,,,,,,
",",O,,,,,,,,
pilferage,i-field,,,,,,,,
or,b-or,,,,,,,,
non,i-field,,,,,,,,
-,i-field,,,,,,,,
delivery,i-field,,,,,,,,
also,O,,,,,,,,
to,O,,,,,,,,
be,O,,,,,,,,
covered,O,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
4,b-field,,,,,,,,
.,O,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
to,b-to,,,,,,,,
be,O,,,,,,,,
issued,b-actor,,,,,,,,
by,b-by,,,,,,,,
beneficiary,i-actor,,,,,,,,
in,b-in,,,,,,,,
quadruplicate,i-field,,,,,,,,
.,O,,,,,,,,
4a,i-field,,,,,,,,
.,O,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
to,b-actor,,,,,,,,
certify,i-actor,,,,,,,,
that,i-actor,,,,,,,,
packing,b-document,,,,,,,,
is,O,,,,,,,,
export,i-field,,,,,,,,
worthy,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
5,b-field,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
origin,i-document,,,,,,,,
issued,b-actor,,,,,,,,
by,i-field,,,,,,,,
test,b-actor,,,,,,,,
company,i-actor,,,,,,,,
stating,b-actor,,,,,,,,
that,i-actor,,,,,,,,
country,b-field,,,,,,,,
of,i-field,,,,,,,,
origin,i-field,,,,,,,,
is,b-actor,,,,,,,,
south,i-field,,,,,,,,
korea,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
6,b-field,,,,,,,,
.,O,,,,,,,,
quality,b-document,,,,,,,,
report,i-document,,,,,,,,
issued,b-actor,,,,,,,,
by,i-actor,,,,,,,,
beneficiary,b-actor,,,,,,,,
in,b-in,,,,,,,,
quadruplicate,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
7,b-field,,,,,,,,
.,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
to,b-to,,,,,,,,
courier,i-field,,,,,,,,
or,b-or,,,,,,,,
email,b-field,,,,,,,,
at,b-actor,,,,,,,,
s,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
a,O,,,,,,,,
set,O,,,,,,,,
of,O,,,,,,,,
non,b-document,,,,,,,,
-,i-document,,,,,,,,
negotiable,i-document,,,,,,,,
documents,i-document,,,,,,,,
to,b-to,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
within,b-within,,,,,,,,
5,b-field,,,,,,,,
days,i-field,,,,,,,,
of,b-after,,,,,,,,
shipment,b-document,,,,,,,,
.,O,,,,,,,,
7a,b-field,,Jon Start Here 7/29,,,,,,
.,O,,,,,,,,
beneficiary,b-document,,,,,,,,
certificate,i-document,,,,,,,,
in,O,,,,,,,,
this,O,,,,,,,,
respect,O,,,,,,,,
along,X,,,,,,,,
with,X,,,,,,,,
courier,b-document,,,,,,,,
receipt,i-document,,,,,,,,
or,b-or,,,,,,,,
copy,i-field,,,,,,,,
of,i-field,,,,,,,,
e,b-document,,,,,,,,
mail,i-field,,,,,,,,
required,O,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
8,O,,,,,,,,
.,O,,,,,,,,
an,O,,,,,,,,
additional,O,,,,,,,,
copy,i-field,,,,,,,,
of,i-field,,,,,,,,
the,O,,,,,,,,
invoice,b-document,,,,,,,,
(,i-document,,,,,,,,
s,i-document,,,,,,,,
),i-document,,,,,,,,
and,b-and,,,,,,,,
transport,b-document,,,,,,,,
document,i-document,,,,,,,,
(,i-document,,,,,,,,
s,i-document,,,,,,,,
),i-field,,,,,,,,
is,O,,,,,,,,
/,O,,,,,,,,
are,O,,,,,,,,
required,O,,,,,,,,
for,O,,,,,,,,
the,O,,,,,,,,
issuing,b-actor,,,,,,,,
banks,i-field,,,,,,,,
file,i-document,,,,,,,,
.,O,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
event,O,,,,,,,,
such,O,,,,,,,,
copies,i-field,,,,,,,,
are,O,,,,,,,,
not,b-action,,,,,,,,
provided,i-action,,,,,,,,
",",O,,,,,,,,
an,O,,,,,,,,
additional,O,,,,,,,,
usd,b-field,,,,,,,,
10,O,,,,,,,,
.,O,,,,,,,,
0,i-field,,,,,,,,
(,O,,,,,,,,
or,i-field,,,,,,,,
its,i-field,,,,,,,,
equivalent,i-field,,,,,,,,
),O,,,,,,,,
will,O,,,,,,,,
be,O,,,,,,,,
deducted,b-action,,,,,,,,
from,i-action,,,,,,,,
the,O,,,,,,,,
bill,b-field,,,,,,,,
proceeds,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
.,O,,,,,,,,
original,b-field,,,,,,,,
invoices,b-document,,,,,,,,
signed,b-action,,,,,,,,
in,b-in,,,,,,,,
quadruplicate,i-field,,,,,,,,
indicating,b-action,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
import,b-field,,,,,,,,
into,i-field,,,,,,,,
india,b-field,,,,,,,,
is,O,,,,,,,,
covered,b-action,,,,,,,,
under,b-field,,,,,,,,
ogl,i-field,,,,,,,,
and,b-and,,,,,,,,
the,O,,,,,,,,
item,b-field,,,,,,,,
does,O,,,,,,,,
not,b-field,,,,,,,,
appear,b-action,,,,,,,,
in,i-field,,,,,,,,
the,O,,,,,,,,
negative,b-field,,,,,,,,
or,b-or,,,,,,,,
restricted,b-field,,,,,,,,
list,i-field,,,,,,,,
of,b-of,,,,,,,,
foreign,b-document,,,,,,,,
trade,i-document,,,,,,,,
policy,i-document,,,,,,,,
2015,O,,,,,,,,
-,O,,,,,,,,
2020,O,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
2,O,,,,,,,,
.,O,,,,,,,,
full,b-field,,,,,,,,
set,i-field,,,,,,,,
original,b-field,,,,,,,,
clean,b-field,,,,,,,,
',b-field,,,,,,,,
on,i-field,,,,,,,,
board,i-field,,,,,,,,
',i-field,,,,,,,,
bill,b-document,,,,,,,,
(,i-document,,,,,,,,
s,i-document,,,,,,,,
),i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
shipper,b-actor,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
order,i-document,,,,,,,,
",",O,,,,,,,,
endorsed,b-action,,,,,,,,
in,b-in,,,,,,,,
blank,i-field,,,,,,,,
marked,b-action,,,,,,,,
freight,b-field,,,,,,,,
prepaid,i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-action,,,,,,,,
the,O,,,,,,,,
hongkong,i-actor,,,,,,,,
and,O,,,,,,,,
shanghai,i-actor,,,,,,,,
banking,i-actor,,,,,,,,
corporation,i-actor,,,,,,,,
limited,i-actor,,,,,,,,
",",i-actor,,,,,,,,
gurgaon,i-actor,,,,,,,,
and,b-and,,,,,,,,
applicant,b-actor,,,,,,,,
with,O,,,,,,,,
full,b-field,,,,,,,,
address,i-field,,,,,,,,
.,O,,,,,,,,
2a,b-field,,,,,,,,
.,O,,,,,,,,
b,b-document,,,,,,,,
/,i-document,,,,,,,,
l,i-document,,,,,,,,
to,O,,,,,,,,
evidence,O,,,,,,,,
that,O,,,,,,,,
inland,b-field,,,,,,,,
haulage,b-document,,,,,,,,
charges,i-document,,,,,,,,
from,O,,,,,,,,
port,b-field,,,,,,,,
of,i-field,,,,,,,,
discharge,i-field,,,,,,,,
to,b-to,,,,,,,,
final,b-field,,,,,,,,
destination,i-field,,,,,,,,
is,O,,,,,,,,
on,O,,,,,,,,
account,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
.,O,,,,,,,,
2b,b-field,,,,,,,,
.,O,,,,,,,,
b,b-document,,,,,,,,
/,i-document,,,,,,,,
l,i-document,,,,,,,,
to,O,,,,,,,,
mention,b-action,,,,,,,,
below,O,,,,,,,,
a,b-field,,,,,,,,
),O,,,,,,,,
iec,b-field,,,,,,,,
code,i-field,,,,,,,,
of,i-field,,,,,,,,
importer,i-field,,,,,,,,
:,i-field,,,,,,,,
595062831,i-field,,,,,,,,
b,b-field,,,,,,,,
),i-field,,,,,,,,
gstin,b-field,,,,,,,,
of,i-field,,,,,,,,
importer,i-field,,,,,,,,
:,i-field,,,,,,,,
06aaccr2622n1zc,i-field,,,,,,,,
c,b-field,,,,,,,,
),i-field,,,,,,,,
e,b-field,,,,,,,,
-,i-field,,,,,,,,
mail,i-field,,,,,,,,
id,i-field,,,,,,,,
of,b-of,,,,,,,,
importer,b-field,,,,,,,,
:,O,,,,,,,,
f,b-field,,,,,,,,
@,i-field,,,,,,,,
ms,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
,,,,,,,,,
3,O,,,,,,,,
.,O,,,,,,,,
marine,b-field,,,,,,,,
insurance,b-document,,,,,,,,
policy,i-document,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
in,i-field,,,,,,,,
negotiable,i-field,,,,,,,,
form,i-field,,,,,,,,
endorsed,b-action,,,,,,,,
in,b-in,,,,,,,,
blank,i-field,,,,,,,,
for,O,,,,,,,,
full,b-field,,,,,,,,
cif,i-field,,,,,,,,
value,i-field,,,,,,,,
plus,b-action,,,,,,,,
10,b-field,,,,,,,,
percent,i-field,,,,,,,,
covering,b-action,,,,,,,,
institute,b-document,,,,,,,,
cargo,i-document,,,,,,,,
clauses,i-document,,,,,,,,
(,O,,,,,,,,
a,O,,,,,,,,
),O,,,,,,,,
institute,b-field,,,,,,,,
war,i-document,,,,,,,,
clauses,i-document,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
and,b-and,,,,,,,,
institute,b-field,,,,,,,,
strikes,i-field,,,,,,,,
",",O,,,,,,,,
riots,i-field,,,,,,,,
and,b-and,,,,,,,,
civil,b-field,,,,,,,,
commotions,i-document,,,,,,,,
clauses,i-document,,,,,,,,
(,O,,,,,,,,
cargo,i-field,,,,,,,,
),O,,,,,,,,
from,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
',i-actor,,,,,,,,
s,i-actor,,,,,,,,
warehouse,i-field,,,,,,,,
to,b-to,,,,,,,,
applicant,b-actor,,,,,,,,
',i-actor,,,,,,,,
s,i-actor,,,,,,,,
warehouse,i-field,,,,,,,,
in,i-actor,,,,,,,,
the,O,,,,,,,,
interior,b-field,,,,,,,,
of,i-field,,,,,,,,
india,i-actor,,,,,,,,
with,O,,,,,,,,
all,O,,,,,,,,
claims,O,,,,,,,,
payable,O,,,,,,,,
in,b-in,,,,,,,,
india,b-field,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
currency,b-field,,,,,,,,
of,i-field,,,,,,,,
this,i-field,,,,,,,,
credit,i-document,,,,,,,,
.,O,,,,,,,,
additional,b-field,,,,,,,,
risks,i-field,,,,,,,,
:,O,,,,,,,,
theft,i-field,,,,,,,,
",",O,,,,,,,,
pilferage,i-field,,,,,,,,
or,b-or,,,,,,,,
non,b-field,,,,,,,,
-,O,,,,,,,,
delivery,i-field,,,,,,,,
also,O,,,,,,,,
to,O,,,,,,,,
be,O,,,,,,,,
covered,O,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
4,O,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
qatar,b-field,,,,,,,,
origin,i-document,,,,,,,,
issued,b-action,,,,,,,,
by,b-by,,,,,,,,
beneficiary,b-actor,,,,,,,,
or,b-or,,,,,,,,
chamber,b-actor,,,,,,,,
of,i-actor,,,,,,,,
commerce,i-actor,,,,,,,,
in,b-in,,,,,,,,
qatar,i-actor,,,,,,,,
in,b-in,,,,,,,,
one,b-field,,,,,,,,
original,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
5,O,,,,,,,,
.,O,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
issued,b-action,,,,,,,,
by,b-by,,,,,,,,
beneficiary,b-actor,,,,,,,,
in,b-in,,,,,,,,
quadruplicate,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
6,O,,,,,,,,
.,O,,,,,,,,
shipping,b-actor,,,,,,,,
company,i-actor,,,,,,,,
',i-actor,,,,,,,,
s,i-actor,,,,,,,,
or,b-or,,,,,,,,
shipping,b-actor,,,,,,,,
agent,i-actor,,,,,,,,
',i-actor,,,,,,,,
s,i-actor,,,,,,,,
certificate,b-document,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
vessel,O,,,,,,,,
is,O,,,,,,,,
registered,b-action,,,,,,,,
with,b-with,,,,,,,,
an,O,,,,,,,,
approved,b-actor,,,,,,,,
classification,i-actor,,,,,,,,
society,i-actor,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
the,O,,,,,,,,
institute,b-field,,,,,,,,
clause,i-field,,,,,,,,
and,b-and,,,,,,,,
class,b-field,,,,,,,,
mentioned,i-field,,,,,,,,
equivalent,b-action,,,,,,,,
to,b-to,,,,,,,,
lloyds,i-field,,,,,,,,
100,i-field,,,,,,,,
a1,i-field,,,,,,,,
and,O,,,,,,,,
the,O,,,,,,,,
vessel,b-actor,,,,,,,,
is,O,,,,,,,,
seaworthy,i-field,,,,,,,,
and,b-and,,,,,,,,
is,O,,,,,,,,
not,O,,,,,,,,
more,i-field,,,,,,,,
than,i-field,,,,,,,,
25,b-field,,,,,,,,
years,i-field,,,,,,,,
old,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
7,O,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
analysis,i-document,,,,,,,,
and,i-document,,,,,,,,
conformity,i-document,,,,,,,,
issued,b-action,,,,,,,,
by,b-by,,,,,,,,
beneficiary,b-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
8,O,,,,,,,,
.,O,,,,,,,,
an,O,,,,,,,,
additional,O,,,,,,,,
copy,i-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
invoice,b-document,,,,,,,,
(,i-document,,,,,,,,
s,i-document,,,,,,,,
),i-document,,,,,,,,
and,b-and,,,,,,,,
transport,b-document,,,,,,,,
document,i-document,,,,,,,,
(,i-document,,,,,,,,
s,i-document,,,,,,,,
),i-document,,,,,,,,
is,O,,,,,,,,
/,O,,,,,,,,
are,O,,,,,,,,
required,O,,,,,,,,
for,O,,,,,,,,
the,O,,,,,,,,
issuing,b-actor,,,,,,,,
banks,b-document,,,,,,,,
file,i-document,,,,,,,,
.,O,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
event,O,,,,,,,,
such,O,,,,,,,,
copies,i-field,,,,,,,,
are,O,,,,,,,,
not,O,,,,,,,,
provided,O,,,,,,,,
",",O,,,,,,,,
an,O,,,,,,,,
additional,O,,,,,,,,
usd,b-field,,,,,,,,
10,i-field,,,,,,,,
.,i-field,,,,,,,,
0,i-field,,,,,,,,
(,O,,,,,,,,
or,O,,,,,,,,
its,O,,,,,,,,
equivalent,i-field,,,,,,,,
),i-field,,,,,,,,
will,O,,,,,,,,
be,O,,,,,,,,
deducted,b-action,,,,,,,,
from,i-action,,,,,,,,
the,O,,,,,,,,
bill,b-field,,,,,,,,
proceeds,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
.,O,,,,,,,,
signed,b-field,,,,,,,,
invoices,b-document,,,,,,,,
in,b-in,,,,,,,,
triplicate,i-field,,,,,,,,
indicating,O,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
import,b-field,,,,,,,,
into,i-field,,,,,,,,
india,i-field,,,,,,,,
is,O,,,,,,,,
covered,b-action,,,,,,,,
under,O,,,,,,,,
ogl,b-field,,,,,,,,
and,b-and,,,,,,,,
the,O,,,,,,,,
item,b-field,,,,,,,,
does,O,,,,,,,,
not,O,,,,,,,,
appear,b-action,,,,,,,,
in,i-field,,,,,,,,
the,O,,,,,,,,
negative,b-field,,,,,,,,
or,b-or,,,,,,,,
restricted,i-field,,,,,,,,
list,i-document,,,,,,,,
of,b-of,,,,,,,,
foreign,b-document,,,,,,,,
trade,i-document,,,,,,,,
policy,i-document,,,,,,,,
2015,O,,,,,,,,
-,O,,,,,,,,
2020,O,,,,,,,,
.,O,,,,,,,,
1a,b-field,,,,,,,,
.,O,,,,,,,,
invoice,b-document,,,,,,,,
must,O,,,,,,,,
certify,b-action,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
goods,b-goods,,,,,,,,
are,O,,,,,,,,
as,O,,,,,,,,
per,i-field,,,,,,,,
purchase,b-field,,,,,,,,
order,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
195552,i-field,,,,,,,,
dated,b-action,,,,,,,,
31,i-field,,,,,,,,
-,i-field,,,,,,,,
jan,i-field,,,,,,,,
-,i-field,,,,,,,,
2020,i-field,,,,,,,,
..,O,,,,,,,,
1b,O,,,,,,,,
.,O,,,,,,,,
hs,b-field,,,,,,,,
code,i-field,,,,,,,,
of,b-of,,,,,,,,
each,O,,,,,,,,
item,b-field,,,,,,,,
should,O,,,,,,,,
be,O,,,,,,,,
mention,O,,,,,,,,
in,O,,,,,,,,
invoice,b-document,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
2,O,,,,,,,,
.,O,,,,,,,,
full,b-field,,,,,,,,
set,i-field,,,,,,,,
of,O,,,,,,,,
three,b-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
three,b-field,,,,,,,,
non,b-field,,,,,,,,
negotiable,i-field,,,,,,,,
clean,b-field,,,,,,,,
',i-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
',i-document,,,,,,,,
ocean,i-document,,,,,,,,
or,b-or,,,,,,,,
multi,b-field,,,,,,,,
modal,i-field,,,,,,,,
bill,b-document,,,,,,,,
(,i-document,,,,,,,,
s,i-document,,,,,,,,
),i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
order,O,,,,,,,,
",",O,,,,,,,,
endorsed,b-action,,,,,,,,
in,i-field,,,,,,,,
blank,i-field,,,,,,,,
by,b-by,,,,,,,,
shipper,i-actor,,,,,,,,
marked,b-action,,,,,,,,
freight,i-field,,,,,,,,
collect,i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
the,O,,,,,,,,
hongkong,i-actor,,,,,,,,
and,O,,,,,,,,
shanghai,i-actor,,,,,,,,
banking,i-actor,,,,,,,,
corporation,i-actor,,,,,,,,
limited,i-actor,,,,,,,,
",",i-actor,,,,,,,,
gurgaon,i-actor,,,,,,,,
and,b-and,,,,,,,,
applicant,b-actor,,,,,,,,
with,O,,,,,,,,
full,b-field,,,,,,,,
address,i-field,,,,,,,,
.,O,,,,,,,,
2a,b-field,,,,,,,,
.,O,,,,,,,,
short,b-field,,,,,,,,
form,i-field,,,,,,,,
",",b-and,,,,,,,,
third,b-field,,,,,,,,
party,i-field,,,,,,,,
shipper,b-actor,,,,,,,,
",",O,,,,,,,,
freight,b-actor,,,,,,,,
forwarders,i-actor,,,,,,,,
and,b-and,,,,,,,,
lash,i-field,,,,,,,,
bills,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
are,O,,,,,,,,
acceptable,O,,,,,,,,
.,O,,,,,,,,
2b,b-field,,,,,,,,
.,O,,,,,,,,
gst,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
02aabci9690n1z4,i-field,,,,,,,,
",",i-field,,,,,,,,
iec,b-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
308059689,i-field,,,,,,,,
and,b-and,,,,,,,,
importer,b-field,,,,,,,,
e,i-field,,,,,,,,
-,i-field,,,,,,,,
mail,i-field,,,,,,,,
id,i-field,,,,,,,,
.,i-field,,,,,,,,
:,i-field,,,,,,,,
b,i-field,,,,,,,,
.,i-field,,,,,,,,
singh,i-field,,,,,,,,
(,i-field,,,,,,,,
at,i-field,,,,,,,,
),i-field,,,,,,,,
indorama,i-field,,,,,,,,
.,O,,,,,,,,
in,O,,,,,,,,
must,O,,,,,,,,
be,O,,,,,,,,
mentioned,O,,,,,,,,
on,O,,,,,,,,
the,O,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
3,O,,,,,,,,
.,O,,,,,,,,
detailed,b-field,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
duly,b-field,,,,,,,,
signed,b-actor,,,,,,,,
and,b-and,,,,,,,,
stamped,b-actor,,,,,,,,
by,b-by,,,,,,,,
the,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
in,b-in,,,,,,,,
three,b-field,,,,,,,,
originals,i-field,,,,,,,,
mentioning,b-actor,,,,,,,,
goods,b-field,,,,,,,,
description,i-field,,,,,,,,
",",O,,,,,,,,
container,b-field,,,,,,,,
no,i-field,,,,,,,,
".,",O,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,b-and,,,,,,,,
gross,b-field,,,,,,,,
weight,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
4,O,,,,,,,,
.,O,,,,,,,,
beneficiary,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
certificate,i-document,,,,,,,,
certifying,b-actor,,,,,,,,
that,O,,,,,,,,
one,b-field,,,,,,,,
set,i-field,,,,,,,,
of,O,,,,,,,,
non,b-document,,,,,,,,
-,i-document,,,,,,,,
negotiable,i-document,,,,,,,,
documents,i-document,,,,,,,,
has,O,,,,,,,,
been,O,,,,,,,,
sent,b-actor,,,,,,,,
to,b-to,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
by,b-by,,,,,,,,
email,b-field,,,,,,,,
within,b-within,,,,,,,,
5,b-field,,,,,,,,
working,i-field,,,,,,,,
